Nose,Left Eye,Right Eye,Left Ear,Right Ear,Left Shoulder,Right Shoulder,Left Elbow,Right Elbow,Left Wrist,Right Wrist,Left Hip,Right Hip,Left Knee,Right Knee,Left Ankle,Right Ankle
"{'y': 0.09596959, 'x': 0.48597926, 'confidence': 0.09601085}","{'y': 0.08307516, 'x': 0.4954749, 'confidence': 0.09344856}","{'y': 0.03778649, 'x': 0.37282515, 'confidence': 0.060801417}","{'y': 0.022089876, 'x': 0.5736147, 'confidence': 0.0635153}","{'y': 0.03090238, 'x': 0.35399503, 'confidence': 0.080531314}","{'y': 0.14961708, 'x': 0.7951449, 'confidence': 0.0719655}","{'y': 0.22161528, 'x': 0.19928147, 'confidence': 0.118605666}","{'y': 0.60777617, 'x': 0.9478199, 'confidence': 0.059993118}","{'y': 0.68472475, 'x': 0.072287925, 'confidence': 0.04609102}","{'y': 0.6956873, 'x': 0.79821455, 'confidence': 0.023100765}","{'y': 0.7485624, 'x': 0.21388333, 'confidence': 0.020965328}","{'y': 0.9811288, 'x': 0.7093477, 'confidence': 0.12006101}","{'y': 0.99021006, 'x': 0.27228355, 'confidence': 0.09846314}","{'y': 0.93079615, 'x': 0.689213, 'confidence': 0.02173188}","{'y': 0.9127869, 'x': 0.3308267, 'confidence': 0.025365338}","{'y': 0.99569076, 'x': 0.46186128, 'confidence': 0.042675838}","{'y': 0.9964031, 'x': 0.48382837, 'confidence': 0.040172335}"
"{'y': 0.6681843, 'x': 0.36192375, 'confidence': 0.20784119}","{'y': 0.6643913, 'x': 0.361926, 'confidence': 0.21450819}","{'y': 0.6658647, 'x': 0.36071652, 'confidence': 0.23175101}","{'y': 0.66380537, 'x': 0.36244303, 'confidence': 0.23255707}","{'y': 0.6660285, 'x': 0.36164448, 'confidence': 0.24964027}","{'y': 0.67635536, 'x': 0.36575374, 'confidence': 0.31030414}","{'y': 0.67757815, 'x': 0.3636628, 'confidence': 0.30948946}","{'y': 0.69439197, 'x': 0.36788732, 'confidence': 0.28377637}","{'y': 0.69262993, 'x': 0.36180285, 'confidence': 0.32008463}","{'y': 0.6993962, 'x': 0.3688564, 'confidence': 0.28015548}","{'y': 0.6997244, 'x': 0.36450657, 'confidence': 0.23469782}","{'y': 0.7118562, 'x': 0.37852365, 'confidence': 0.2655271}","{'y': 0.71353024, 'x': 0.37641782, 'confidence': 0.27377537}","{'y': 0.73632014, 'x': 0.3732384, 'confidence': 0.31986755}","{'y': 0.7372878, 'x': 0.3708815, 'confidence': 0.3164403}","{'y': 0.7649194, 'x': 0.38253877, 'confidence': 0.16910015}","{'y': 0.7686672, 'x': 0.37411383, 'confidence': 0.2919578}"
"{'y': 0.59243965, 'x': 0.58914924, 'confidence': 0.19603397}","{'y': 0.5915072, 'x': 0.58990085, 'confidence': 0.15883513}","{'y': 0.591415, 'x': 0.5906836, 'confidence': 0.16379066}","{'y': 0.5942125, 'x': 0.5900189, 'confidence': 0.17202267}","{'y': 0.5928638, 'x': 0.5904577, 'confidence': 0.18110543}","{'y': 0.60227275, 'x': 0.5868339, 'confidence': 0.189559}","{'y': 0.6031588, 'x': 0.58742505, 'confidence': 0.18349673}","{'y': 0.6175063, 'x': 0.5733762, 'confidence': 0.15003574}","{'y': 0.61978877, 'x': 0.57119, 'confidence': 0.13102694}","{'y': 0.6552579, 'x': 0.57391495, 'confidence': 0.15675448}","{'y': 0.65687805, 'x': 0.57071316, 'confidence': 0.15206766}","{'y': 0.64022243, 'x': 0.56960416, 'confidence': 0.13934949}","{'y': 0.6413599, 'x': 0.56872934, 'confidence': 0.14325911}","{'y': 0.6658015, 'x': 0.57522917, 'confidence': 0.11872116}","{'y': 0.66714543, 'x': 0.57306474, 'confidence': 0.14560342}","{'y': 0.720908, 'x': 0.59720266, 'confidence': 0.20583038}","{'y': 0.721497, 'x': 0.5952011, 'confidence': 0.20334513}"
"{'y': 0.38608927, 'x': 0.20186949, 'confidence': 0.10756958}","{'y': 0.19234928, 'x': 0.48164582, 'confidence': 0.012819831}","{'y': 0.37958246, 'x': 0.19252321, 'confidence': 0.09189021}","{'y': 0.14157832, 'x': 0.5667674, 'confidence': 0.009152948}","{'y': 0.38570714, 'x': 0.17592287, 'confidence': 0.10742954}","{'y': 0.245338, 'x': 0.6356553, 'confidence': 0.043413084}","{'y': 0.28578562, 'x': 0.3013039, 'confidence': 0.061157443}","{'y': 0.4901795, 'x': 0.7112604, 'confidence': 0.07359293}","{'y': 0.49962237, 'x': 0.26607743, 'confidence': 0.08484872}","{'y': 0.5224119, 'x': 0.63080394, 'confidence': 0.06780511}","{'y': 0.51119053, 'x': 0.28702655, 'confidence': 0.094567485}","{'y': 0.636414, 'x': 0.6394265, 'confidence': 0.06954094}","{'y': 0.65965664, 'x': 0.43799967, 'confidence': 0.065727}","{'y': 0.80000716, 'x': 0.50168884, 'confidence': 0.035835702}","{'y': 0.8069164, 'x': 0.42761502, 'confidence': 0.028149288}","{'y': 0.9797315, 'x': 0.47550815, 'confidence': 0.0176258}","{'y': 0.98240495, 'x': 0.4766305, 'confidence': 0.019396286}"
"{'y': 0.4002564, 'x': 0.2711478, 'confidence': 0.1728935}","{'y': 0.3764056, 'x': 0.26440597, 'confidence': 0.1510791}","{'y': 0.3810138, 'x': 0.24379282, 'confidence': 0.14434695}","{'y': 0.20793234, 'x': 0.46314317, 'confidence': 0.019811785}","{'y': 0.37009695, 'x': 0.19567917, 'confidence': 0.13943027}","{'y': 0.31111655, 'x': 0.55332595, 'confidence': 0.045067128}","{'y': 0.42844847, 'x': 0.22674887, 'confidence': 0.13367108}","{'y': 0.5220658, 'x': 0.539674, 'confidence': 0.08322958}","{'y': 0.4771692, 'x': 0.1995993, 'confidence': 0.060523033}","{'y': 0.5513174, 'x': 0.49739632, 'confidence': 0.055900566}","{'y': 0.543074, 'x': 0.21331558, 'confidence': 0.049857553}","{'y': 0.682815, 'x': 0.6153771, 'confidence': 0.05038232}","{'y': 0.7059648, 'x': 0.41595012, 'confidence': 0.07320381}","{'y': 0.8706739, 'x': 0.5433873, 'confidence': 0.060197886}","{'y': 0.8947423, 'x': 0.39624596, 'confidence': 0.031252272}","{'y': 0.9533791, 'x': 0.51526785, 'confidence': 0.026840968}","{'y': 0.96407473, 'x': 0.43246573, 'confidence': 0.02537877}"
"{'y': 0.36490265, 'x': 0.62362754, 'confidence': 0.15160301}","{'y': 0.3297879, 'x': 0.6631151, 'confidence': 0.16712281}","{'y': 0.31373367, 'x': 0.5930542, 'confidence': 0.29474112}","{'y': 0.3754638, 'x': 0.7009317, 'confidence': 0.316129}","{'y': 0.37068284, 'x': 0.56943685, 'confidence': 0.15881526}","{'y': 0.5601604, 'x': 0.7451746, 'confidence': 0.2398543}","{'y': 0.5905589, 'x': 0.5246147, 'confidence': 0.1611514}","{'y': 0.6852793, 'x': 0.74002904, 'confidence': 0.059151527}","{'y': 0.7196723, 'x': 0.5269897, 'confidence': 0.08726505}","{'y': 0.6884595, 'x': 0.6619916, 'confidence': 0.07073266}","{'y': 0.7078592, 'x': 0.56476796, 'confidence': 0.0869543}","{'y': 0.7862394, 'x': 0.727884, 'confidence': 0.16414694}","{'y': 0.81276435, 'x': 0.572247, 'confidence': 0.17536554}","{'y': 0.8579871, 'x': 0.65265316, 'confidence': 0.08401552}","{'y': 0.8484245, 'x': 0.5009575, 'confidence': 0.13392223}","{'y': 0.9467857, 'x': 0.690598, 'confidence': 0.083617784}","{'y': 0.94247246, 'x': 0.57787377, 'confidence': 0.10859442}"
"{'y': 0.3944674, 'x': 0.62831026, 'confidence': 0.18500137}","{'y': 0.36409184, 'x': 0.66634756, 'confidence': 0.14347738}","{'y': 0.35331994, 'x': 0.5925392, 'confidence': 0.20722453}","{'y': 0.4198394, 'x': 0.7222369, 'confidence': 0.17602551}","{'y': 0.43195206, 'x': 0.52130187, 'confidence': 0.070790224}","{'y': 0.679942, 'x': 0.7768849, 'confidence': 0.33461243}","{'y': 0.6676477, 'x': 0.5096294, 'confidence': 0.2974875}","{'y': 0.8408483, 'x': 0.8392379, 'confidence': 0.15581287}","{'y': 0.74930376, 'x': 0.50153464, 'confidence': 0.10816022}","{'y': 0.8364156, 'x': 0.83455735, 'confidence': 0.09853399}","{'y': 0.75866187, 'x': 0.499081, 'confidence': 0.081627995}","{'y': 0.8774023, 'x': 0.74090296, 'confidence': 0.058841847}","{'y': 0.8936439, 'x': 0.55273265, 'confidence': 0.092252195}","{'y': 0.90770894, 'x': 0.6193925, 'confidence': 0.06441114}","{'y': 0.9506891, 'x': 0.44210577, 'confidence': 0.054650664}","{'y': 1.0009549, 'x': 0.6465165, 'confidence': 0.035853077}","{'y': 0.97990185, 'x': 0.3935833, 'confidence': 0.05929809}"
"{'y': 0.52760285, 'x': 0.5065193, 'confidence': 0.037032235}","{'y': 0.5237119, 'x': 0.5058031, 'confidence': 0.03572945}","{'y': 0.68012947, 'x': 0.38401258, 'confidence': 0.16420753}","{'y': 0.67829263, 'x': 0.39014038, 'confidence': 0.16441281}","{'y': 0.68015623, 'x': 0.3776239, 'confidence': 0.17187703}","{'y': 0.49917394, 'x': 0.5566779, 'confidence': 0.030240735}","{'y': 0.50857633, 'x': 0.4868142, 'confidence': 0.03517688}","{'y': 0.4905921, 'x': 0.62002057, 'confidence': 0.021763967}","{'y': 0.46698928, 'x': 0.53608966, 'confidence': 0.035594903}","{'y': 0.39816698, 'x': 0.79568905, 'confidence': 0.09968672}","{'y': 0.47723633, 'x': 0.5518166, 'confidence': 0.022081466}","{'y': 0.8362743, 'x': 0.40475008, 'confidence': 0.14261976}","{'y': 0.6375574, 'x': 0.53272915, 'confidence': 0.02106623}","{'y': 0.84968036, 'x': 0.4055207, 'confidence': 0.13507421}","{'y': 0.85103923, 'x': 0.39926338, 'confidence': 0.12918201}","{'y': 0.8768622, 'x': 0.39317107, 'confidence': 0.12890273}","{'y': 0.8767719, 'x': 0.39181545, 'confidence': 0.12837821}"
"{'y': 0.42350584, 'x': 0.49522743, 'confidence': 0.019401174}","{'y': 0.58276105, 'x': 0.79163057, 'confidence': 0.09669169}","{'y': 0.58415246, 'x': 0.78290844, 'confidence': 0.10377086}","{'y': 0.58568984, 'x': 0.7992773, 'confidence': 0.07230838}","{'y': 0.59007764, 'x': 0.76439667, 'confidence': 0.08642836}","{'y': 0.38022563, 'x': 0.5889455, 'confidence': 0.020442909}","{'y': 0.35732755, 'x': 0.38529307, 'confidence': 0.019698754}","{'y': 0.4575576, 'x': 0.676547, 'confidence': 0.020722724}","{'y': 0.31814945, 'x': 0.22776736, 'confidence': 0.08047128}","{'y': 0.63954353, 'x': 0.824362, 'confidence': 0.08886532}","{'y': 0.42693216, 'x': 0.4340721, 'confidence': 0.020615285}","{'y': 0.6828424, 'x': 0.5599527, 'confidence': 0.02579097}","{'y': 0.68309265, 'x': 0.39094028, 'confidence': 0.043808434}","{'y': 0.749615, 'x': 0.287552, 'confidence': 0.06722849}","{'y': 0.75555676, 'x': 0.28650275, 'confidence': 0.053269055}","{'y': 0.9871539, 'x': 0.32579076, 'confidence': 0.036626745}","{'y': 0.98860717, 'x': 0.32811633, 'confidence': 0.04306615}"
"{'y': 0.45476982, 'x': 0.50480413, 'confidence': 0.14283034}","{'y': 0.4496617, 'x': 0.5052195, 'confidence': 0.14880706}","{'y': 0.45085257, 'x': 0.5020957, 'confidence': 0.14923109}","{'y': 0.45042133, 'x': 0.50697815, 'confidence': 0.14152017}","{'y': 0.43370223, 'x': 0.4937946, 'confidence': 0.12595199}","{'y': 0.46297374, 'x': 0.5213916, 'confidence': 0.114609435}","{'y': 0.46649534, 'x': 0.50105196, 'confidence': 0.15345752}","{'y': 0.5036587, 'x': 0.5551096, 'confidence': 0.072763085}","{'y': 0.49528062, 'x': 0.48786157, 'confidence': 0.10217526}","{'y': 0.54949117, 'x': 0.5542684, 'confidence': 0.05429962}","{'y': 0.53955656, 'x': 0.48149702, 'confidence': 0.07270058}","{'y': 0.54760253, 'x': 0.5174208, 'confidence': 0.063617}","{'y': 0.54810464, 'x': 0.49363163, 'confidence': 0.068816945}","{'y': 0.5981183, 'x': 0.5040171, 'confidence': 0.053895447}","{'y': 0.6031642, 'x': 0.50012386, 'confidence': 0.057036266}","{'y': 0.6611984, 'x': 0.54290617, 'confidence': 0.04394162}","{'y': 0.6241708, 'x': 0.4957829, 'confidence': 0.08247751}"
"{'y': 0.1476535, 'x': 0.8980039, 'confidence': 0.20254232}","{'y': 0.105938, 'x': 0.9147493, 'confidence': 0.14620067}","{'y': 0.12124343, 'x': 0.9016003, 'confidence': 0.13330847}","{'y': 0.1320159, 'x': 0.9573516, 'confidence': 0.19064805}","{'y': 0.11252818, 'x': 0.9356855, 'confidence': 0.15202712}","{'y': 0.2979617, 'x': 0.9703971, 'confidence': 0.2154892}","{'y': 0.26438108, 'x': 0.97216, 'confidence': 0.2331177}","{'y': 0.5242264, 'x': 0.9618351, 'confidence': 0.09584419}","{'y': 0.36943233, 'x': 0.9560628, 'confidence': 0.041563943}","{'y': 0.43093866, 'x': 0.9228313, 'confidence': 0.026046086}","{'y': 0.29626667, 'x': 0.91762733, 'confidence': 0.03591248}","{'y': 0.7113609, 'x': 0.90875727, 'confidence': 0.12815844}","{'y': 0.6834104, 'x': 0.8669645, 'confidence': 0.09150152}","{'y': 0.6856514, 'x': 0.81142485, 'confidence': 0.07255873}","{'y': 0.6536694, 'x': 0.834039, 'confidence': 0.0861626}","{'y': 0.8553799, 'x': 0.84785676, 'confidence': 0.057902895}","{'y': 0.71161115, 'x': 0.756106, 'confidence': 0.027477754}"
"{'y': 0.057504866, 'x': 0.71426845, 'confidence': 0.09525478}","{'y': 0.038218394, 'x': 0.7324347, 'confidence': 0.08248811}","{'y': 0.082050286, 'x': 0.7060422, 'confidence': 0.06367248}","{'y': 0.021420203, 'x': 0.7374707, 'confidence': 0.039619897}","{'y': 0.018960876, 'x': 0.6805607, 'confidence': 0.059157677}","{'y': 0.18261196, 'x': 0.7903399, 'confidence': 0.06476015}","{'y': 0.017768472, 'x': 0.56885505, 'confidence': 0.09644469}","{'y': 0.37446764, 'x': 0.6916135, 'confidence': 0.027296614}","{'y': 0.38906792, 'x': 0.467455, 'confidence': 0.0638115}","{'y': 0.41567352, 'x': 0.59868294, 'confidence': 0.058687788}","{'y': 0.51371557, 'x': 0.5103104, 'confidence': 0.076701954}","{'y': 0.6427703, 'x': 0.61058116, 'confidence': 0.068758614}","{'y': 0.6428132, 'x': 0.43899304, 'confidence': 0.062492713}","{'y': 0.777423, 'x': 0.6267709, 'confidence': 0.0303606}","{'y': 0.7104421, 'x': 0.47299224, 'confidence': 0.021121234}","{'y': 0.8920436, 'x': 0.5315797, 'confidence': 0.021123003}","{'y': 0.8827261, 'x': 0.46759257, 'confidence': 0.025342153}"
"{'y': 0.38757178, 'x': 0.6541015, 'confidence': 0.18552479}","{'y': 0.37634772, 'x': 0.6596993, 'confidence': 0.11368547}","{'y': 0.37918967, 'x': 0.6516941, 'confidence': 0.13797367}","{'y': 0.33837137, 'x': 0.64678425, 'confidence': 0.04627842}","{'y': 0.32457843, 'x': 0.6019734, 'confidence': 0.0867888}","{'y': 0.40282482, 'x': 0.6579466, 'confidence': 0.12645787}","{'y': 0.40021917, 'x': 0.5418755, 'confidence': 0.06879092}","{'y': 0.48446327, 'x': 0.63650644, 'confidence': 0.08229579}","{'y': 0.4726994, 'x': 0.50485736, 'confidence': 0.057208385}","{'y': 0.52574676, 'x': 0.5910583, 'confidence': 0.0648714}","{'y': 0.4906538, 'x': 0.48196915, 'confidence': 0.07983765}","{'y': 0.62202466, 'x': 0.63612103, 'confidence': 0.09082098}","{'y': 0.6238695, 'x': 0.55860585, 'confidence': 0.0733551}","{'y': 0.6612942, 'x': 0.5909657, 'confidence': 0.042300947}","{'y': 0.6667552, 'x': 0.54034746, 'confidence': 0.033588253}","{'y': 0.6910477, 'x': 0.5609233, 'confidence': 0.08464217}","{'y': 0.69617903, 'x': 0.5607859, 'confidence': 0.081938334}"
"{'y': 0.2715351, 'x': 0.5633789, 'confidence': 0.13216107}","{'y': 0.26988855, 'x': 0.5658149, 'confidence': 0.13085723}","{'y': 0.26930153, 'x': 0.5618785, 'confidence': 0.12596133}","{'y': 0.27354378, 'x': 0.56722236, 'confidence': 0.09711424}","{'y': 0.27086276, 'x': 0.55570686, 'confidence': 0.101743996}","{'y': 0.27921638, 'x': 0.5683274, 'confidence': 0.09305007}","{'y': 0.4111582, 'x': 0.46063524, 'confidence': 0.0367419}","{'y': 0.4247952, 'x': 0.4874007, 'confidence': 0.024340425}","{'y': 0.4493483, 'x': 0.45642588, 'confidence': 0.046451546}","{'y': 0.5167387, 'x': 0.49622172, 'confidence': 0.041600868}","{'y': 0.5270123, 'x': 0.48332405, 'confidence': 0.04223935}","{'y': 0.48596793, 'x': 0.4670452, 'confidence': 0.038383074}","{'y': 0.47582018, 'x': 0.43189767, 'confidence': 0.052506525}","{'y': 0.512212, 'x': 0.45759302, 'confidence': 0.037681106}","{'y': 0.515756, 'x': 0.43890983, 'confidence': 0.04248472}","{'y': 0.6396746, 'x': 0.4495264, 'confidence': 0.04143346}","{'y': 0.6463011, 'x': 0.4464566, 'confidence': 0.076703295}"
"{'y': 0.4314837, 'x': 0.5066016, 'confidence': 0.045181967}","{'y': 0.40855405, 'x': 0.4646203, 'confidence': 0.09044859}","{'y': 0.4094241, 'x': 0.46386942, 'confidence': 0.09707252}","{'y': 0.417589, 'x': 0.5010613, 'confidence': 0.054947454}","{'y': 0.41812927, 'x': 0.5042573, 'confidence': 0.053098235}","{'y': 0.44440976, 'x': 0.52655953, 'confidence': 0.08810472}","{'y': 0.43867627, 'x': 0.5129906, 'confidence': 0.10027909}","{'y': 0.4713381, 'x': 0.5201954, 'confidence': 0.07758783}","{'y': 0.45501482, 'x': 0.52562755, 'confidence': 0.08782167}","{'y': 0.5063287, 'x': 0.49606225, 'confidence': 0.114644274}","{'y': 0.49746373, 'x': 0.4928268, 'confidence': 0.103619024}","{'y': 0.5196748, 'x': 0.5349803, 'confidence': 0.082031585}","{'y': 0.52008086, 'x': 0.5338248, 'confidence': 0.07756246}","{'y': 0.5190018, 'x': 0.49615985, 'confidence': 0.15196165}","{'y': 0.51883435, 'x': 0.49265248, 'confidence': 0.14650959}","{'y': 0.650368, 'x': 0.5342142, 'confidence': 0.055300396}","{'y': 0.6349795, 'x': 0.5165989, 'confidence': 0.102538966}"
"{'y': 0.18373254, 'x': 0.54448175, 'confidence': 0.0474512}","{'y': 0.1632717, 'x': 0.54235476, 'confidence': 0.067877755}","{'y': 0.1795072, 'x': 0.53978264, 'confidence': 0.066510156}","{'y': 0.16870323, 'x': 0.53041196, 'confidence': 0.06385526}","{'y': 0.1749558, 'x': 0.43842602, 'confidence': 0.048620723}","{'y': 0.244662, 'x': 0.5195771, 'confidence': 0.06360929}","{'y': 0.29333368, 'x': 0.396148, 'confidence': 0.062354278}","{'y': 0.39304712, 'x': 0.5689094, 'confidence': 0.050480977}","{'y': 0.40318263, 'x': 0.3284117, 'confidence': 0.046498924}","{'y': 0.42361832, 'x': 0.54615533, 'confidence': 0.049922798}","{'y': 0.42566276, 'x': 0.3939699, 'confidence': 0.041529335}","{'y': 0.6048894, 'x': 0.539704, 'confidence': 0.037664536}","{'y': 0.6354314, 'x': 0.4101005, 'confidence': 0.051940586}","{'y': 0.66593456, 'x': 0.5444612, 'confidence': 0.030124387}","{'y': 0.66352415, 'x': 0.45256057, 'confidence': 0.021702068}","{'y': 0.8886405, 'x': 0.50959945, 'confidence': 0.0179555}","{'y': 0.89079154, 'x': 0.44286805, 'confidence': 0.022395043}"
"{'y': 0.17432474, 'x': 0.49332604, 'confidence': 0.29140654}","{'y': 0.1703117, 'x': 0.49466452, 'confidence': 0.3042045}","{'y': 0.17040691, 'x': 0.49070907, 'confidence': 0.29626477}","{'y': 0.16920304, 'x': 0.49308217, 'confidence': 0.276164}","{'y': 0.16918872, 'x': 0.48506573, 'confidence': 0.28806117}","{'y': 0.18179908, 'x': 0.4885861, 'confidence': 0.32206494}","{'y': 0.18056066, 'x': 0.48576525, 'confidence': 0.31979623}","{'y': 0.19567186, 'x': 0.50305295, 'confidence': 0.24534126}","{'y': 0.19192475, 'x': 0.48534256, 'confidence': 0.22638921}","{'y': 0.19096859, 'x': 0.49628523, 'confidence': 0.17715089}","{'y': 0.20482282, 'x': 0.47804207, 'confidence': 0.14578627}","{'y': 0.2150052, 'x': 0.48447716, 'confidence': 0.29354942}","{'y': 0.21522535, 'x': 0.48114488, 'confidence': 0.2853203}","{'y': 0.2462527, 'x': 0.49279517, 'confidence': 0.22530285}","{'y': 0.24626963, 'x': 0.482474, 'confidence': 0.24443677}","{'y': 0.30628705, 'x': 0.50101316, 'confidence': 0.124957934}","{'y': 0.24643151, 'x': 0.48344028, 'confidence': 0.25161654}"
"{'y': 0.61270356, 'x': 0.68568295, 'confidence': 0.20373231}","{'y': 0.60679585, 'x': 0.68817025, 'confidence': 0.203277}","{'y': 0.6074257, 'x': 0.6829647, 'confidence': 0.18269429}","{'y': 0.60421395, 'x': 0.69153625, 'confidence': 0.21893732}","{'y': 0.6064412, 'x': 0.673028, 'confidence': 0.19021684}","{'y': 0.6303, 'x': 0.70025134, 'confidence': 0.2607483}","{'y': 0.63196784, 'x': 0.6663194, 'confidence': 0.3006068}","{'y': 0.66952664, 'x': 0.70053524, 'confidence': 0.20223968}","{'y': 0.6653859, 'x': 0.6533324, 'confidence': 0.29248077}","{'y': 0.6920878, 'x': 0.69125956, 'confidence': 0.1746545}","{'y': 0.6906319, 'x': 0.65633, 'confidence': 0.23006025}","{'y': 0.721963, 'x': 0.6916027, 'confidence': 0.22740537}","{'y': 0.7203083, 'x': 0.6773044, 'confidence': 0.24059537}","{'y': 0.7875857, 'x': 0.702892, 'confidence': 0.10450543}","{'y': 0.7887024, 'x': 0.6900344, 'confidence': 0.10580079}","{'y': 0.8663752, 'x': 0.72825336, 'confidence': 0.063840695}","{'y': 0.8636192, 'x': 0.6477846, 'confidence': 0.0992224}"
"{'y': 0.6093167, 'x': 0.71475124, 'confidence': 0.1602745}","{'y': 0.6030093, 'x': 0.71876186, 'confidence': 0.1400248}","{'y': 0.6389724, 'x': 0.6802201, 'confidence': 0.13830334}","{'y': 0.58030087, 'x': 0.7232999, 'confidence': 0.11326191}","{'y': 0.6131129, 'x': 0.6624607, 'confidence': 0.108454436}","{'y': 0.6108518, 'x': 0.72516495, 'confidence': 0.13486958}","{'y': 0.63138884, 'x': 0.65928495, 'confidence': 0.16614999}","{'y': 0.6306842, 'x': 0.69240797, 'confidence': 0.06700206}","{'y': 0.6681986, 'x': 0.6548251, 'confidence': 0.14538585}","{'y': 0.64634424, 'x': 0.679361, 'confidence': 0.07762649}","{'y': 0.6604724, 'x': 0.66237044, 'confidence': 0.12298114}","{'y': 0.8725094, 'x': 0.6202398, 'confidence': 0.13908936}","{'y': 0.8726994, 'x': 0.61737466, 'confidence': 0.15616693}","{'y': 0.87596494, 'x': 0.59398854, 'confidence': 0.13666953}","{'y': 0.89094996, 'x': 0.6196565, 'confidence': 0.15476066}","{'y': 0.8989296, 'x': 0.6025253, 'confidence': 0.14341818}","{'y': 0.9005941, 'x': 0.6012223, 'confidence': 0.14525121}"
"{'y': 0.07202294, 'x': 0.031739164, 'confidence': 0.2643812}","{'y': 0.0660015, 'x': 0.030810503, 'confidence': 0.23010969}","{'y': 0.0679069, 'x': 0.028460827, 'confidence': 0.21958795}","{'y': 0.06528788, 'x': 0.03100738, 'confidence': 0.2320127}","{'y': 0.06800981, 'x': 0.025538437, 'confidence': 0.1916295}","{'y': 0.092999704, 'x': 0.045318082, 'confidence': 0.2557768}","{'y': 0.094616175, 'x': 0.04170547, 'confidence': 0.2612361}","{'y': 0.3491862, 'x': 0.6452061, 'confidence': 0.039575446}","{'y': 0.3089702, 'x': 0.50733835, 'confidence': 0.021943545}","{'y': 0.4522146, 'x': 0.6299758, 'confidence': 0.02602224}","{'y': 0.1500253, 'x': 0.037099574, 'confidence': 0.18897848}","{'y': 0.5738492, 'x': 0.624355, 'confidence': 0.036940344}","{'y': 0.57464534, 'x': 0.543041, 'confidence': 0.030093253}","{'y': 0.7004317, 'x': 0.59054905, 'confidence': 0.032001857}","{'y': 0.6995696, 'x': 0.5271497, 'confidence': 0.03255626}","{'y': 0.95943093, 'x': 0.536089, 'confidence': 0.040265027}","{'y': 0.94300926, 'x': 0.4859809, 'confidence': 0.03848392}"
"{'y': 0.43019152, 'x': 0.2934066, 'confidence': 0.11961653}","{'y': 0.43639693, 'x': 0.26874292, 'confidence': 0.1353828}","{'y': 0.43652925, 'x': 0.26899675, 'confidence': 0.12105566}","{'y': 0.44075882, 'x': 0.27069008, 'confidence': 0.123287514}","{'y': 0.43966648, 'x': 0.26761758, 'confidence': 0.12653026}","{'y': 0.18409812, 'x': 0.96986663, 'confidence': 0.1457364}","{'y': 0.4160838, 'x': 0.6029482, 'confidence': 0.018580891}","{'y': 0.52944565, 'x': 0.73916537, 'confidence': 0.06855988}","{'y': 0.4099683, 'x': 0.5433966, 'confidence': 0.028242514}","{'y': 0.5319608, 'x': 0.74199194, 'confidence': 0.07091917}","{'y': 0.46373403, 'x': 0.31326103, 'confidence': 0.13497949}","{'y': 0.56739485, 'x': 0.5588656, 'confidence': 0.026857108}","{'y': 0.5632034, 'x': 0.5159555, 'confidence': 0.028272234}","{'y': 0.62929624, 'x': 0.5103862, 'confidence': 0.0312851}","{'y': 0.6317353, 'x': 0.5084535, 'confidence': 0.032168783}","{'y': 0.9241523, 'x': 0.53374904, 'confidence': 0.024099704}","{'y': 0.8723477, 'x': 0.51492554, 'confidence': 0.025830973}"
